filepath,labels
37802.wav,0
147385.wav,0
365500.wav,0
273341.wav,0
273342.wav,0
273343.wav,0
60352.wav,0
85949.wav,0
85950.wav,0
333776.wav,0
60380.wav,0
60381.wav,0
392158.wav,0
60389.wav,0
60390.wav,0
60391.wav,0
60392.wav,0
51174.wav,0
51175.wav,0
51176.wav,0
51177.wav,0
32748.wav,0
327661.wav,0
325616.wav,0
400387.wav,0
400388.wav,0
379094.wav,0
100019.wav,0
327133.wav,0
327117.wav,0
344486.wav,0
182017.wav,0
368385.wav,0
65802.wav,0
19212.wav,0
333276.wav,0
238638.wav,0
252218.wav,0
202301.wav,0
202302.wav,0
192575.wav,0
202304.wav,0
418368.wav,0
202306.wav,0
202307.wav,0
202308.wav,0
218177.wav,0
202303.wav,0
202305.wav,0
252234.wav,0
254287.wav,0
254289.wav,0
254293.wav,0
254294.wav,0
343895.wav,0
339799.wav,0
343901.wav,0
333268.wav,0
254310.wav,0
223851.wav,0
323702.wav,0
323704.wav,0
219769.wav,0
254328.wav,0
254329.wav,0
170623.wav,0
235165.wav,0
235166.wav,0
235167.wav,0
235168.wav,0
343984.wav,0
171442.wav,0
151223.wav,0
343991.wav,0
343992.wav,0
416703.wav,0
351170.wav,0
218308.wav,0
92362.wav,0
365771.wav,0
92363.wav,0
92364.wav,0
92365.wav,0
365772.wav,0
92367.wav,0
365777.wav,0
92368.wav,0
92371.wav,0
92372.wav,0
92374.wav,0
92375.wav,0
92376.wav,0
92378.wav,0
92377.wav,0
92380.wav,0
92381.wav,0
242910.wav,0
92382.wav,0
242903.wav,0
92386.wav,0
92387.wav,0
333275.wav,0
92389.wav,0
92390.wav,0
92391.wav,0
92392.wav,0
92394.wav,0
92395.wav,0
92396.wav,0
92399.wav,0
92400.wav,0
92401.wav,0
92403.wav,0
92404.wav,0
92405.wav,0
92402.wav,0
92407.wav,0
333274.wav,0
93775.wav,0
184616.wav,0
184618.wav,0
45130.wav,0
168709.wav,0
364805.wav,0
364806.wav,0
158500.wav,0
158501.wav,0
158502.wav,0
158503.wav,0
158504.wav,0
158505.wav,0
158507.wav,0
158509.wav,0
323122.wav,0
323123.wav,0
323125.wav,0
323126.wav,0
323127.wav,0
323128.wav,0
323129.wav,0
323130.wav,0
323131.wav,0
323132.wav,0
158517.wav,0
158519.wav,0
383593.wav,0
383594.wav,0
383596.wav,0
383597.wav,0
383598.wav,0
383599.wav,0
383600.wav,0
383601.wav,0
383602.wav,0
193395.wav,0
328823.wav,0
78968.wav,0
328825.wav,0
328826.wav,0
328824.wav,0
78969.wav,0
328827.wav,0
267900.wav,0
267901.wav,0
383623.wav,0
383624.wav,0
78985.wav,0
383626.wav,0
383627.wav,0
383628.wav,0
383630.wav,0
383631.wav,0
383625.wav,0
265644.wav,0
326353.wav,0
156121.wav,0
156122.wav,0
156123.wav,0
156124.wav,0
156125.wav,0
156126.wav,0
318193.wav,0
262648.wav,0
404098.wav,0
404099.wav,0
404100.wav,0
173000.wav,0
173001.wav,0
360842.wav,0
333711.wav,0
333712.wav,0
333713.wav,0
333714.wav,0
333715.wav,0
333716.wav,0
333717.wav,0
333847.wav,0
26776.wav,0
187033.wav,0
187034.wav,0
187035.wav,0
187036.wav,0
333848.wav,0
187038.wav,0
333849.wav,0
333850.wav,0
333851.wav,0
333852.wav,0
333853.wav,0
333854.wav,0
187039.wav,0
187040.wav,0
187041.wav,0
187042.wav,0
187043.wav,0
187044.wav,0
187045.wav,0
187046.wav,0
187047.wav,0
187051.wav,0
187052.wav,0
187053.wav,0
333718.wav,0
333719.wav,0
333720.wav,0
333721.wav,0
88506.wav,0
333722.wav,0
333723.wav,0
333724.wav,0
333725.wav,0
27353.wav,0
27354.wav,0
27355.wav,0
27356.wav,0
27357.wav,0
339957.wav,0
368509.wav,0
368566.wav,0
178092.wav,0
403672.wav,0
362500.wav,0
51721.wav,0
317460.wav,0
365078.wav,0
70169.wav,0
427040.wav,0
71202.wav,0
68646.wav,0
184870.wav,0
366120.wav,0
386507.wav,0
204341.wav,0
233021.wav,0
330303.wav,0
330304.wav,0
330307.wav,0
31816.wav,0
74825.wav,0
330316.wav,0
330319.wav,0
168437.wav,0
365663.wav,0
365664.wav,0
47607.wav,0
365668.wav,0
344678.wav,0
100455.wav,0
389739.wav,0
9325.wav,0
389742.wav,0
9328.wav,0
250991.wav,0
9327.wav,0
121972.wav,0
121973.wav,0
121974.wav,0
347259.wav,0
164483.wav,0
164489.wav,0
386697.wav,0
200332.wav,0
353444.wav,0
353445.wav,0
353446.wav,0
235175.wav,0
353448.wav,0
44218.wav,0
243408.wav,0
113363.wav,0
156373.wav,0
108773.wav,0
96511.wav,0
182529.wav,0
411911.wav,0
341267.wav,0
27973.wav,0
243019.wav,0
366419.wav,0
382294.wav,0
31576.wav,0
31578.wav,0
31581.wav,0
338278.wav,0
338279.wav,0
338280.wav,0
360306.wav,0
416125.wav,0
339326.wav,0
369546.wav,0
122764.wav,0
276470.wav,0
398736.wav,0
74643.wav,0
223127.wav,0
74648.wav,0
234391.wav,0
85402.wav,0
85401.wav,0
85403.wav,0
85404.wav,0
85405.wav,0
85406.wav,0
85407.wav,0
85408.wav,0
85409.wav,0
85410.wav,0
122270.wav,0
85411.wav,0
85413.wav,0
85414.wav,0
158630.wav,0
245675.wav,0
47608.wav,0
162736.wav,0
47611.wav,0
47613.wav,0
96195.wav,0
245702.wav,0
19910.wav,0
353224.wav,0
353225.wav,0
245703.wav,0
245704.wav,0
17865.wav,0
17866.wav,0
353229.wav,0
353230.wav,0
386512.wav,0
353231.wav,0
353227.wav,0
194515.wav,0
386510.wav,0
389586.wav,0
404453.wav,0
111083.wav,0
47599.wav,0
47600.wav,0
100849.wav,0
47601.wav,0
47602.wav,0
47604.wav,0
47605.wav,0
47609.wav,0
47610.wav,0
47606.wav,0
47612.wav,0
201725.wav,0
201726.wav,0
168438.wav,0
388725.wav,0
393479.wav,0
271150.wav,0
393655.wav,0
416728.wav,0
408890.wav,0
377005.wav,0
387980.wav,0
271184.wav,0
117474.wav,0
59117.wav,0
237039.wav,0
145360.wav,0
31360.wav,0
31361.wav,0
31362.wav,0
219904.wav,0
363540.wav,0
363541.wav,0
232472.wav,0
324895.wav,0
219895.wav,0
188209.wav,0
150964.wav,0
363581.wav,0
363582.wav,0
363586.wav,0
318077.wav,0
219901.wav,0
31358.wav,0
219902.wav,0
219903.wav,0
333398.wav,0
333399.wav,0
98394.wav,0
333402.wav,0
344415.wav,0
344416.wav,0
344417.wav,0
343909.wav,0
363631.wav,0
149111.wav,0
219896.wav,0
27897.wav,0
219899.wav,0
31357.wav,0
318078.wav,0
31359.wav,0
140228.wav,0
171942.wav,0
65620.wav,0
65621.wav,0
414213.wav,0
106237.wav,0
93040.wav,0
234335.wav,0
381966.wav,0
176146.wav,0
185879.wav,0
397339.wav,0
253982.wav,0
341534.wav,0
253984.wav,0
253983.wav,0
341538.wav,0
253987.wav,0
253989.wav,0
253990.wav,0
253991.wav,0
253993.wav,0
253994.wav,0
253995.wav,0
240684.wav,0
360491.wav,0
154675.wav,0
182324.wav,0
212021.wav,0
272438.wav,0
182323.wav,0
272435.wav,0
192062.wav,0
389695.wav,0
389698.wav,0
389699.wav,0
154696.wav,0
322128.wav,0
271442.wav,0
376407.wav,0
182878.wav,0
414820.wav,0
154725.wav,0
190062.wav,0
42096.wav,0
250997.wav,0
107640.wav,0
265338.wav,0
239243.wav,0
118413.wav,0
347790.wav,0
395923.wav,0
114341.wav,0
47782.wav,0
28329.wav,0
406190.wav,0
365241.wav,0
341182.wav,0
57023.wav,0
57024.wav,0
341184.wav,0
194240.wav,0
341187.wav,0
341188.wav,0
251589.wav,0
244421.wav,0
244422.wav,0
341191.wav,0
244423.wav,0
341189.wav,0
341186.wav,0
269516.wav,0
153292.wav,0
341199.wav,0
269520.wav,0
341200.wav,0
319705.wav,0
363240.wav,0
363242.wav,0
273651.wav,0
414454.wav,0
155896.wav,0
155897.wav,0
340748.wav,0
340749.wav,0
340747.wav,0
382740.wav,0
164632.wav,0
431899.wav,0
350501.wav,0
166698.wav,0
135480.wav,0
371013.wav,0
79185.wav,0
369500.wav,0
232796.wav,0
28000.wav,0
341183.wav,0
148322.wav,0
413027.wav,0
29538.wav,0
148325.wav,0
148324.wav,0
353634.wav,0
413028.wav,0
257897.wav,0
345963.wav,0
257900.wav,0
202605.wav,0
257902.wav,0
345966.wav,0
257899.wav,0
257906.wav,0
56686.wav,0
257908.wav,0
257905.wav,0
335736.wav,0
131976.wav,0
329620.wav,0
185756.wav,0
73117.wav,0
73118.wav,0
73119.wav,0
73120.wav,0
73121.wav,0
100771.wav,0
73122.wav,0
418213.wav,0
176037.wav,0
321960.wav,0
321961.wav,0
233389.wav,0
327086.wav,0
335278.wav,0
321972.wav,0
405435.wav,0
405436.wav,0
405437.wav,0
182723.wav,0
211910.wav,0
211911.wav,0
331209.wav,0
216010.wav,0
191947.wav,0
331213.wav,0
191948.wav,0
342989.wav,0
331214.wav,0
325585.wav,0
191950.wav,0
191951.wav,0
211921.wav,0
368084.wav,0
331218.wav,0
202604.wav,0
261087.wav,0
254952.wav,0
378865.wav,0
378866.wav,0
36338.wav,0
36340.wav,0
265202.wav,0
146342.wav,0
322948.wav,0
91139.wav,0
91140.wav,0
91141.wav,0
91142.wav,0
91143.wav,0
91144.wav,0
91145.wav,0
91146.wav,0
91147.wav,0
91148.wav,0
91149.wav,0
91150.wav,0
91151.wav,0
91152.wav,0
91153.wav,0
91154.wav,0
90979.wav,0
91156.wav,0
91157.wav,0
91158.wav,0
91159.wav,0
91160.wav,0
91155.wav,0
91162.wav,0
91163.wav,0
91164.wav,0
91165.wav,0
91166.wav,0
91167.wav,0
91168.wav,0
91169.wav,0
91170.wav,0
91171.wav,0
91172.wav,0
91173.wav,0
91174.wav,0
91175.wav,0
91176.wav,0
91177.wav,0
91178.wav,0
91179.wav,0
91180.wav,0
91181.wav,0
91182.wav,0
91183.wav,0
91184.wav,0
91185.wav,0
91186.wav,0
91187.wav,0
91188.wav,0
91189.wav,0
91190.wav,0
91191.wav,0
90990.wav,0
90998.wav,0
375612.wav,0
375615.wav,0
382805.wav,0
382806.wav,0
382807.wav,0
382808.wav,0
382809.wav,0
382810.wav,0
90970.wav,0
90971.wav,0
90969.wav,0
382813.wav,0
90974.wav,0
90975.wav,0
90977.wav,0
382816.wav,0
382815.wav,0
90980.wav,0
90978.wav,0
382822.wav,0
382823.wav,0
90982.wav,0
90985.wav,0
90983.wav,0
90987.wav,0
231275.wav,0
90989.wav,0
90981.wav,0
90984.wav,0
382825.wav,0
90993.wav,0
90986.wav,0
90988.wav,0
90991.wav,0
90997.wav,0
90992.wav,0
90994.wav,0
91000.wav,0
91001.wav,0
90995.wav,0
91003.wav,0
90999.wav,0
90996.wav,0
91006.wav,0
91002.wav,0
91004.wav,0
91005.wav,0
91007.wav,0
91009.wav,0
382811.wav,0
91011.wav,0
91008.wav,0
91013.wav,0
91014.wav,0
91010.wav,0
91012.wav,0
382812.wav,0
382814.wav,0
240538.wav,0
91161.wav,0
382817.wav,0
382818.wav,0
70056.wav,0
70057.wav,0
90537.wav,0
382819.wav,0
90536.wav,0
90538.wav,0
90542.wav,0
90539.wav,0
70058.wav,0
90541.wav,0
90540.wav,0
90543.wav,0
90544.wav,0
90549.wav,0
90545.wav,0
90546.wav,0
90552.wav,0
90547.wav,0
90548.wav,0
90550.wav,0
90551.wav,0
382821.wav,0
90553.wav,0
90554.wav,0
90555.wav,0
90556.wav,0
90557.wav,0
90558.wav,0
90559.wav,0
90560.wav,0
90562.wav,0
90564.wav,0
90563.wav,0
90566.wav,0
90567.wav,0
90568.wav,0
382824.wav,0
90565.wav,0
382826.wav,0
382827.wav,0
90561.wav,0
382828.wav,0
382829.wav,0
382830.wav,0
382820.wav,0
90972.wav,0
90973.wav,0
90976.wav,0
184477.wav,0
10752.wav,0
10754.wav,0
114179.wav,0
10755.wav,0
10756.wav,0
41990.wav,0
114182.wav,0
10757.wav,0
349193.wav,0
114184.wav,0
10761.wav,0
10762.wav,0
10760.wav,0
10759.wav,0
10765.wav,0
10766.wav,0
10767.wav,0
10768.wav,0
10769.wav,0
244757.wav,0
10770.wav,0
326163.wav,0
10773.wav,0
10774.wav,0
326167.wav,0
10779.wav,0
257049.wav,0
13853.wav,0
13854.wav,0
79391.wav,0
13856.wav,0
389665.wav,0
146977.wav,0
13857.wav,0
13860.wav,0
257052.wav,0
13862.wav,0
146982.wav,0
146983.wav,0
13865.wav,0
337354.wav,0
13867.wav,0
13868.wav,0
337356.wav,0
13871.wav,0
13873.wav,0
125487.wav,0
13874.wav,0
13876.wav,0
13872.wav,0
13878.wav,0
13875.wav,0
13881.wav,0
13880.wav,0
13879.wav,0
13882.wav,0
13883.wav,0
13884.wav,0
398399.wav,0
13885.wav,0
13886.wav,0
13887.wav,0
13888.wav,0
13889.wav,0
324677.wav,0
13890.wav,0
346695.wav,0
346692.wav,0
346693.wav,0
346694.wav,0
13891.wav,0
169544.wav,0
13893.wav,0
13898.wav,0
349263.wav,0
349265.wav,0
349266.wav,0
349267.wav,0
348243.wav,0
349269.wav,0
349268.wav,0
348244.wav,0
349271.wav,0
349273.wav,0
349270.wav,0
349272.wav,0
254554.wav,0
337365.wav,0
218718.wav,0
52319.wav,0
337366.wav,0
336482.wav,0
336483.wav,0
106596.wav,0
400997.wav,0
337367.wav,0
336487.wav,0
336488.wav,0
209514.wav,0
71274.wav,0
336492.wav,0
336493.wav,0
336494.wav,0
337359.wav,0
429169.wav,0
337370.wav,0
353396.wav,0
353397.wav,0
209012.wav,0
337371.wav,0
337372.wav,0
125564.wav,0
414848.wav,0
118401.wav,0
255106.wav,0
337360.wav,0
51851.wav,0
267916.wav,0
396940.wav,0
267918.wav,0
35470.wav,0
323725.wav,0
267921.wav,0
401041.wav,0
51862.wav,0
109122.wav,0
133282.wav,0
51882.wav,0
51883.wav,0
363181.wav,0
333999.wav,0
363186.wav,0
337362.wav,0
378558.wav,0
342724.wav,0
405705.wav,0
262863.wav,0
337363.wav,0
164561.wav,0
164562.wav,0
261331.wav,0
277205.wav,0
365790.wav,0
345312.wav,0
60643.wav,0
401126.wav,0
39655.wav,0
164584.wav,0
164587.wav,0
337364.wav,0
273650.wav,0
364789.wav,0
364790.wav,0
87293.wav,0
187136.wav,0
87300.wav,0
338181.wav,0
87301.wav,0
93959.wav,0
195849.wav,0
386007.wav,0
13895.wav,0
382238.wav,0
397601.wav,0
338211.wav,0
245033.wav,0
337357.wav,0
401198.wav,0
13900.wav,0
73010.wav,0
183602.wav,0
13901.wav,0
20791.wav,0
13902.wav,0
183610.wav,0
337353.wav,0
400188.wav,0
377157.wav,0
121678.wav,0
121684.wav,0
121685.wav,0
345440.wav,0
114019.wav,0
20327.wav,0
245104.wav,0
82801.wav,0
403313.wav,0
332661.wav,0
332363.wav,0
14203.wav,0
332667.wav,0
332668.wav,0
274941.wav,0
323464.wav,0
149899.wav,0
10764.wav,0
14222.wav,0
14225.wav,0
14226.wav,0
14227.wav,0
387478.wav,0
387479.wav,0
235929.wav,0
83870.wav,0
14240.wav,0
167840.wav,0
270240.wav,0
130980.wav,0
232358.wav,0
157609.wav,0
128428.wav,0
215472.wav,0
215473.wav,0
369073.wav,0
369074.wav,0
369075.wav,0
369076.wav,0
215476.wav,0
369078.wav,0
369079.wav,0
369081.wav,0
369082.wav,0
221626.wav,0
369084.wav,0
369085.wav,0
369086.wav,0
337352.wav,0
400832.wav,0
369089.wav,0
369088.wav,0
369092.wav,0
337349.wav,0
369094.wav,0
369095.wav,0
369096.wav,0
278984.wav,0
39473.wav,0
369099.wav,0
337350.wav,0
337351.wav,0
369102.wav,0
369103.wav,0
369104.wav,0
149966.wav,0
369106.wav,0
369107.wav,0
337355.wav,0
369109.wav,0
369110.wav,0
369111.wav,0
369112.wav,0
369114.wav,0
369115.wav,0
369116.wav,0
369117.wav,0
412125.wav,0
369119.wav,0
369120.wav,0
337369.wav,0
400866.wav,0
369123.wav,0
369122.wav,0
257050.wav,0
337373.wav,0
337374.wav,0
337375.wav,0
369132.wav,0
369135.wav,0
369136.wav,0
369138.wav,0
125426.wav,0
376308.wav,0
125429.wav,0
274934.wav,0
125430.wav,0
101362.wav,0
138228.wav,0
15874.wav,0
10749.wav,0
391169.wav,0
254466.wav,0
254467.wav,0
31748.wav,0
201733.wav,0
45574.wav,0
45575.wav,0
187909.wav,0
45577.wav,0
45578.wav,0
171542.wav,0
346648.wav,0
47134.wav,0
47135.wav,0
366627.wav,0
53797.wav,0
184871.wav,0
52266.wav,0
149042.wav,0
149043.wav,0
344632.wav,0
432193.wav,0
211524.wav,0
60665.wav,0
109638.wav,0
109639.wav,0
109640.wav,0
60666.wav,0
145487.wav,0
19023.wav,0
60667.wav,0
45150.wav,0
341086.wav,0
365158.wav,0
399463.wav,0
90727.wav,0
157293.wav,0
30830.wav,0
157296.wav,0
323695.wav,0
180044.wav,0
219768.wav,0
432266.wav,0
342669.wav,0
43151.wav,0
325777.wav,0
325778.wav,0
336529.wav,0
77459.wav,0
172188.wav,0
65184.wav,0
324769.wav,0
386210.wav,0
389285.wav,0
19111.wav,0
19112.wav,0
389289.wav,0
19113.wav,0
19114.wav,0
19115.wav,0
19116.wav,0
19117.wav,0
19118.wav,0
19119.wav,0
19120.wav,0
19122.wav,0
19123.wav,0
19124.wav,0
151212.wav,0
151213.wav,0
151217.wav,0
195771.wav,0
196283.wav,0
332989.wav,0
81087.wav,0
273602.wav,0
218306.wav,0
79042.wav,0
348364.wav,0
408780.wav,0
84695.wav,0
390361.wav,0
82654.wav,0
26336.wav,0
257765.wav,0
382693.wav,0
257770.wav,0
326891.wav,0
148205.wav,0
87794.wav,0
87795.wav,0
148212.wav,0
240373.wav,0
240374.wav,0
240375.wav,0
422136.wav,0
432377.wav,0
44277.wav,0
87796.wav,0
432380.wav,0
211197.wav,0
87797.wav,0
87798.wav,0
155904.wav,0
155905.wav,0
148224.wav,0
277253.wav,0
169726.wav,0
263935.wav,0
63752.wav,0
399624.wav,0
399618.wav,0
399627.wav,0
142603.wav,0
142604.wav,0
177835.wav,0
17167.wav,0
82717.wav,0
407839.wav,0
426271.wav,0
39713.wav,0
336672.wav,0
252229.wav,0
385829.wav,0
95530.wav,0
260907.wav,0
95531.wav,0
331052.wav,0
210733.wav,0
267055.wav,0
152367.wav,0
331056.wav,0
331057.wav,0
331058.wav,0
252212.wav,0
178997.wav,0
331059.wav,0
331060.wav,0
331061.wav,0
331063.wav,0
331064.wav,0
331065.wav,0
331067.wav,0
331068.wav,0
252219.wav,0
252223.wav,0
55616.wav,0
207681.wav,0
154434.wav,0
218946.wav,0
180036.wav,0
387398.wav,0
252231.wav,0
180040.wav,0
180037.wav,0
334154.wav,0
154443.wav,0
343885.wav,0
154444.wav,0
180041.wav,0
180042.wav,0
180043.wav,0
252240.wav,0
252241.wav,0
252242.wav,0
62291.wav,0
180045.wav,0
148310.wav,0
253775.wav,0
189786.wav,0
19804.wav,0
213856.wav,0
45925.wav,0
77157.wav,0
57189.wav,0
191337.wav,0
353649.wav,0
151921.wav,0
87411.wav,0
87412.wav,0
69491.wav,0
346489.wav,0
346490.wav,0
208761.wav,0
46971.wav,0
410493.wav,0
144254.wav,0
262017.wav,0
319363.wav,0
171396.wav,0
353669.wav,0
30091.wav,0
87799.wav,0
120213.wav,0
32662.wav,0
32663.wav,0
87961.wav,0
91974.wav,0
79774.wav,0
53663.wav,0
152995.wav,0
365476.wav,0
58792.wav,0
41385.wav,0
41386.wav,0
41387.wav,0
32169.wav,0
210431.wav,0
377260.wav,0
377267.wav,0
323510.wav,0
323511.wav,0
351161.wav,0
360890.wav,0
381371.wav,0
381372.wav,0
96189.wav,0
395199.wav,0
51136.wav,0
325569.wav,0
68034.wav,0
252220.wav,0
76230.wav,0
39878.wav,0
155591.wav,0
411083.wav,0
323532.wav,0
326096.wav,0
155603.wav,0
207829.wav,0
87511.wav,0
87512.wav,0
87513.wav,0
90073.wav,0
125403.wav,0
399619.wav,0
432095.wav,0
386527.wav,0
13799.wav,0
433640.wav,0
433639.wav,0
125418.wav,0
87021.wav,0
132601.wav,0
98676.wav,0
16580.wav,0
348924.wav,0
348922.wav,0
348870.wav,0
348871.wav,0
348872.wav,0
348873.wav,0
348874.wav,0
348875.wav,0
348876.wav,0
348877.wav,0
348878.wav,0
348879.wav,0
348880.wav,0
348882.wav,0
348883.wav,0
348884.wav,0
348885.wav,0
348886.wav,0
348887.wav,0
348888.wav,0
348889.wav,0
348890.wav,0
348891.wav,0
348892.wav,0
348893.wav,0
348895.wav,0
335968.wav,0
348896.wav,0
348897.wav,0
348898.wav,0
348904.wav,0
348905.wav,0
348906.wav,0
348907.wav,0
348908.wav,0
348909.wav,0
348910.wav,0
348911.wav,0
348919.wav,0
348920.wav,0
348914.wav,0
348915.wav,0
373364.wav,0
373365.wav,0
373366.wav,0
373367.wav,0
373368.wav,0
373369.wav,0
348916.wav,0
348917.wav,0
348918.wav,0
348921.wav,0
348923.wav,0
233472.wav,0
425492.wav,0
272404.wav,0
237336.wav,0
237337.wav,0
237338.wav,0
237339.wav,0
425503.wav,0
425504.wav,0
425505.wav,0
245282.wav,0
425510.wav,0
68658.wav,0
68660.wav,0
425527.wav,0
251960.wav,0
425528.wav,0
425529.wav,0
194876.wav,0
58176.wav,0
70225.wav,0
75106.wav,0
233467.wav,0
3179.wav,0
3180.wav,0
3181.wav,0
3182.wav,0
245359.wav,0
3184.wav,0
3183.wav,0
429176.wav,0
425850.wav,0
99965.wav,0
425860.wav,0
425865.wav,0
425867.wav,0
425868.wav,0
124051.wav,0
124058.wav,0
425381.wav,0
425383.wav,0
162728.wav,0
425649.wav,0
425650.wav,0
162738.wav,0
50869.wav,0
170421.wav,0
411841.wav,0
411842.wav,0
413908.wav,0
262898.wav,0
233463.wav,0
233464.wav,0
233465.wav,0
233466.wav,0
415483.wav,0
233468.wav,0
233469.wav,0
233470.wav,0
233471.wav,0
429405.wav,0
241722.wav,0
400130.wav,0
395264.wav,0
395265.wav,0
395266.wav,0
269313.wav,0
269315.wav,0
269316.wav,0
269325.wav,0
269327.wav,0
269329.wav,0
101432.wav,0
395336.wav,0
395339.wav,0
395341.wav,0
395342.wav,0
395352.wav,0
395353.wav,0
395356.wav,0
395357.wav,0
394456.wav,0
395361.wav,0
184422.wav,0
395368.wav,0
250988.wav,0
77936.wav,0
77937.wav,0
77938.wav,0
74864.wav,0
74876.wav,0
395418.wav,0
372899.wav,0
394412.wav,0
394413.wav,0
216239.wav,0
216240.wav,0
394415.wav,0
394416.wav,0
209075.wav,0
216241.wav,0
216242.wav,0
394419.wav,0
394418.wav,0
216245.wav,0
394422.wav,0
216243.wav,0
351416.wav,0
394425.wav,0
388281.wav,0
394428.wav,0
394427.wav,0
394430.wav,0
394432.wav,0
394434.wav,0
394435.wav,0
394436.wav,0
394437.wav,0
394438.wav,0
394439.wav,0
394440.wav,0
394441.wav,0
28875.wav,0
394442.wav,0
28877.wav,0
394443.wav,0
28879.wav,0
394444.wav,0
28881.wav,0
394445.wav,0
394446.wav,0
394447.wav,0
394453.wav,0
394454.wav,0
394455.wav,0
394448.wav,0
209111.wav,0
394449.wav,0
394452.wav,0
394457.wav,0
209117.wav,0
402657.wav,0
209126.wav,0
1255.wav,0
186604.wav,0
390388.wav,0
157958.wav,0
205073.wav,0
377134.wav,0
389458.wav,0
344403.wav,0
378199.wav,0
344408.wav,0
221539.wav,0
221540.wav,0
221541.wav,0
12656.wav,0
12658.wav,0
149897.wav,0
126369.wav,0
126370.wav,0
60835.wav,0
100772.wav,0
78248.wav,0
78249.wav,0
78250.wav,0
418229.wav,0
18897.wav,0
18898.wav,0
18899.wav,0
209392.wav,0
209393.wav,0
112155.wav,0
30240.wav,0
30241.wav,0
192053.wav,0
192054.wav,0
380488.wav,0
209490.wav,0
59990.wav,0
59992.wav,0
59994.wav,0
59995.wav,0
422496.wav,0
60001.wav,0
60002.wav,0
60003.wav,0
60004.wav,0
60005.wav,0
60006.wav,0
422503.wav,0
60007.wav,0
60009.wav,0
422506.wav,0
60011.wav,0
60010.wav,0
60013.wav,0
422502.wav,0
60015.wav,0
422511.wav,0
60017.wav,0
422513.wav,0
60016.wav,0
60019.wav,0
60021.wav,0
60022.wav,0
60023.wav,0
60024.wav,0
394873.wav,0
60027.wav,0
60028.wav,0
60029.wav,0
60030.wav,0
394877.wav,0
394878.wav,0
76417.wav,0
161415.wav,0
325261.wav,0
161434.wav,0
259739.wav,0
245417.wav,0
125612.wav,0
267950.wav,0
393943.wav,0
209627.wav,0
37596.wav,0
425694.wav,0
393955.wav,0
425704.wav,0
155393.wav,0
402181.wav,0
402182.wav,0
75526.wav,0
257802.wav,0
395019.wav,0
402188.wav,0
402189.wav,0
402192.wav,0
75536.wav,0
402194.wav,0
138003.wav,0
402196.wav,0
402197.wav,0
402195.wav,0
402199.wav,0
353048.wav,0
75540.wav,0
75541.wav,0
402203.wav,0
402204.wav,0
75542.wav,0
75543.wav,0
75544.wav,0
402209.wav,0
274211.wav,0
372520.wav,0
108332.wav,0
121649.wav,0
121650.wav,0
121651.wav,0
121652.wav,0
121653.wav,0
402236.wav,0
402238.wav,0
402243.wav,0
402245.wav,0
402260.wav,0
402262.wav,0
14186.wav,0
394099.wav,0
394103.wav,0
422498.wav,0
121730.wav,0
121735.wav,0
121736.wav,0
121738.wav,0
121739.wav,0
121740.wav,0
121741.wav,0
121742.wav,0
422505.wav,0
144293.wav,0
144298.wav,0
144299.wav,0
144300.wav,0
144301.wav,0
144302.wav,0
394420.wav,0
422507.wav,0
144305.wav,0
144306.wav,0
144307.wav,0
144308.wav,0
422509.wav,0
144310.wav,0
394423.wav,0
74688.wav,0
74689.wav,0
74690.wav,0
422512.wav,0
210897.wav,0
269283.wav,0
269285.wav,0
269286.wav,0
377830.wav,0
269288.wav,0
269289.wav,0
377834.wav,0
269291.wav,0
215019.wav,0
269293.wav,0
269294.wav,0
215021.wav,0
269297.wav,0
269298.wav,0
269299.wav,0
160756.wav,0
269302.wav,0
269303.wav,0
269306.wav,0
269307.wav,0
269310.wav,0
216675.wav,0
273408.wav,0
273409.wav,0
232664.wav,0
170501.wav,0
321543.wav,0
19975.wav,0
170505.wav,0
19976.wav,0
411148.wav,0
397332.wav,0
397333.wav,0
260118.wav,0
69655.wav,0
257046.wav,0
361497.wav,0
389658.wav,0
389659.wav,0
30239.wav,0
50725.wav,0
137768.wav,0
137769.wav,0
74796.wav,0
419480.wav,0
420400.wav,0
365617.wav,0
135730.wav,0
85560.wav,0
103992.wav,0
237114.wav,0
94268.wav,0
250940.wav,0
249922.wav,0
138307.wav,0
316924.wav,0
66629.wav,0
138310.wav,0
54856.wav,0
249930.wav,0
138315.wav,0
348749.wav,0
154702.wav,0
348751.wav,0
19961.wav,0
348753.wav,0
216570.wav,0
19962.wav,0
169547.wav,0
420441.wav,0
69727.wav,0
383072.wav,0
383073.wav,0
138335.wav,0
138337.wav,0
138338.wav,0
138340.wav,0
138341.wav,0
138342.wav,0
138343.wav,0
138339.wav,0
394856.wav,0
394860.wav,0
394859.wav,0
68721.wav,0
68722.wav,0
430708.wav,0
421022.wav,0
94345.wav,0
94347.wav,0
102541.wav,0
46224.wav,0
54778.wav,0
316922.wav,0
201879.wav,0
316923.wav,0
52377.wav,0
232663.wav,0
272539.wav,0
272540.wav,0
272541.wav,0
272542.wav,0
272543.wav,0
272544.wav,0
64161.wav,0
272546.wav,0
272547.wav,0
272548.wav,0
272549.wav,0
272550.wav,0
272551.wav,0
272552.wav,0
272553.wav,0
241833.wav,0
241834.wav,0
272556.wav,0
272557.wav,0
272555.wav,0
272554.wav,0
86192.wav,0
155825.wav,0
369834.wav,0
